Training mode
Episode 1 | Step 578 | Step Reward: -0.0
Episode 1 | Step 579 | Step Reward: -0.0
Episode 1 | Step 580 | Step Reward: -0.0
Episode 1 | Step 581 | Step Reward: -0.0
Episode 1 | Step 582 | Step Reward: -0.0
Episode 1 | Step 583 | Step Reward: -0.0
Episode 1 | Step 584 | Step Reward: -0.0
Episode 1 | Step 585 | Step Reward: -0.0
Episode 1 | Step 586 | Step Reward: -0.0
Episode 1 | Step 587 | Step Reward: -0.0
Episode 1 | Step 588 | Step Reward: -0.0
Episode 1 | Step 589 | Step Reward: -0.0
Episode 1 | Step 590 | Step Reward: -0.0
Episode 1 | Step 591 | Step Reward: -0.0
Episode 1 | Step 592 | Step Reward: -0.0
Episode 1 | Step 593 | Step Reward: -0.0
Episode 1 | Step 594 | Step Reward: -0.0
Episode 1 | Step 595 | Step Reward: -0.0
Episode 1 | Step 596 | Step Reward: -0.0
Episode 1 | Step 597 | Step Reward: -0.0
Episode 1 | Step 598 | Step Reward: -0.0
Episode 1 | Step 599 | Step Reward: -0.0
Episode 1 | Step 600 | Step Reward: -0.0
Episode 1 | Step 601 | Step Reward: -0.0
Episode 1 | Step 602 | Step Reward: -0.0
Episode 1 | Step 603 | Step Reward: -0.0
Episode 1 | Step 604 | Step Reward: -0.0
Episode 1 | Step 605 | Step Reward: -0.0
Episode 1 | Step 606 | Step Reward: -0.0
Episode 1 | Step 607 | Step Reward: -0.0
Episode 1 | Step 608 | Step Reward: -0.0
Episode 1 | Step 609 | Step Reward: -0.0
Episode 1 | Step 610 | Step Reward: -0.0
Episode 1 | Step 611 | Step Reward: -0.0
Episode 1 | Step 612 | Step Reward: -0.0
Episode 1 | Step 613 | Step Reward: -0.0
Episode 1 | Step 614 | Step Reward: -0.0
Episode 1 | Step 615 | Step Reward: -0.0
Episode 1 | Step 616 | Step Reward: -0.0
Episode 1 | Step 617 | Step Reward: -0.0
Episode 1 | Step 618 | Step Reward: -0.0
Episode 1 | Step 619 | Step Reward: -0.0
Episode 1 | Step 620 | Step Reward: -0.0
Episode 1 | Step 621 | Step Reward: -0.0
Episode 1 | Step 622 | Step Reward: -0.0
Episode 1 | Step 623 | Step Reward: -0.0
Episode 1 | Step 624 | Step Reward: -0.0
Episode 1 | Step 625 | Step Reward: -0.0
Episode 1 | Step 626 | Step Reward: -0.0
Episode 1 | Step 627 | Step Reward: -0.0
Episode 1 | Step 628 | Step Reward: -0.0
Episode 1 | Step 629 | Step Reward: -0.0
Episode 1 | Step 630 | Step Reward: -0.0
Episode 1 | Step 631 | Step Reward: -0.0
Episode 1 | Step 632 | Step Reward: -0.0
Episode 1 | Step 633 | Step Reward: -0.0
Episode 1 | Step 634 | Step Reward: -0.0
Episode 1 | Step 635 | Step Reward: -0.0
Episode 1 | Step 636 | Step Reward: -0.0
Episode 1 | Step 637 | Step Reward: -0.0
Episode 1 | Step 638 | Step Reward: -0.0
Episode 1 | Step 639 | Step Reward: -0.0
Episode 1 | Step 640 | Step Reward: -0.0
Episode 1 | Step 641 | Step Reward: -0.0
Episode 1 | Step 642 | Step Reward: -0.0
Episode 1 | Step 643 | Step Reward: -0.0
Episode 1 | Step 644 | Step Reward: -0.0
Episode 1 | Step 645 | Step Reward: -0.0
Episode 1 | Step 646 | Step Reward: -0.0
Episode 1 | Step 647 | Step Reward: -0.0
Episode 1 | Step 648 | Step Reward: -0.0
Episode 1 | Step 649 | Step Reward: -0.0
Episode 1 | Step 650 | Step Reward: -0.0
Episode 1 | Step 651 | Step Reward: -0.0
Episode 1 | Step 652 | Step Reward: -0.0
Episode 1 | Step 653 | Step Reward: -0.0
Episode 1 | Step 654 | Step Reward: -0.0
Episode 1 | Step 655 | Step Reward: -0.0
Episode 1 | Step 656 | Step Reward: -0.0
Episode 1 | Step 657 | Step Reward: -0.0
Episode 1 | Step 658 | Step Reward: -0.0
Episode 1 | Step 659 | Step Reward: -0.0
Episode 1 | Step 660 | Step Reward: -0.0
Episode 1 | Step 661 | Step Reward: -0.0
Episode 1 | Step 662 | Step Reward: -0.0
Episode 1 | Step 663 | Step Reward: -0.0
Episode 1 | Step 664 | Step Reward: -0.0
Episode 1 | Step 665 | Step Reward: -0.0
Episode 1 | Step 666 | Step Reward: -0.0
Episode 1 | Step 667 | Step Reward: -0.0
Episode 1 | Step 668 | Step Reward: -0.0
Episode 1 | Step 669 | Step Reward: -0.0
Episode 1 | Step 670 | Step Reward: -0.0
Episode 1 | Step 671 | Step Reward: -0.0
Episode 1 | Step 672 | Step Reward: -0.0
Episode 1 | Step 673 | Step Reward: -0.0
Episode 1 | Step 674 | Step Reward: -0.0
Episode 1 | Step 675 | Step Reward: -0.0
Episode 1 | Step 676 | Step Reward: -0.0
Episode 1 | Step 677 | Step Reward: -0.0
Episode 1 | Step 678 | Step Reward: -0.0
Episode 1 | Step 679 | Step Reward: -0.0
Episode 1 | Step 680 | Step Reward: -0.0
Episode 1 | Step 681 | Step Reward: -0.0
Episode 1 | Step 682 | Step Reward: -0.0
Episode 1 | Step 683 | Step Reward: -0.0
Episode 1 | Step 684 | Step Reward: -0.0
Episode 1 | Step 685 | Step Reward: -0.0
Episode 1 | Step 686 | Step Reward: -0.0
Episode 1 | Step 687 | Step Reward: -0.0
Episode 1 | Step 688 | Step Reward: -0.0
Episode 1 | Step 689 | Step Reward: -0.0
Episode 1 | Step 690 | Step Reward: -0.0
Episode 1 | Step 691 | Step Reward: -0.0
Episode 1 | Step 692 | Step Reward: -0.0
Episode 1 | Step 693 | Step Reward: -0.0
Episode 1 | Step 694 | Step Reward: -0.0
Episode 1 | Step 695 | Step Reward: -0.0
Episode 1 | Step 696 | Step Reward: -0.0
Episode 1 | Step 697 | Step Reward: -0.0
Episode 1 | Step 698 | Step Reward: -0.0
Episode 1 | Step 699 | Step Reward: -0.0
Episode 1 | Step 700 | Step Reward: -0.0
Episode 1 | Step 701 | Step Reward: -0.0
Episode 1 | Step 702 | Step Reward: -0.0
Episode 1 | Step 703 | Step Reward: -0.0
Episode 1 | Step 704 | Step Reward: -0.0
Episode 1 | Step 705 | Step Reward: -0.0
Episode 1 | Step 706 | Step Reward: -0.0
Episode 1 | Step 707 | Step Reward: -0.0
Episode 1 | Step 708 | Step Reward: -0.0
Episode 1 | Step 709 | Step Reward: -0.0
Episode 1 | Step 710 | Step Reward: -0.0
Episode 1 | Step 711 | Step Reward: -0.0
Episode 1 | Step 712 | Step Reward: -0.0
Episode 1 | Step 713 | Step Reward: -0.0
Episode 1 | Step 714 | Step Reward: -0.0
Episode 1 | Step 715 | Step Reward: -0.0
Episode 1 | Step 716 | Step Reward: -0.0
Episode 1 | Step 717 | Step Reward: -0.0
Episode 1 | Step 718 | Step Reward: -0.0
Episode 1 | Step 719 | Step Reward: -0.0
Episode 1 | Step 720 | Step Reward: -0.0
Episode 1 | Step 721 | Step Reward: -0.0
Episode 1 | Step 722 | Step Reward: -0.0
Episode 1 | Step 723 | Step Reward: -0.0
Episode 1 | Step 724 | Step Reward: -0.0
Episode 1 | Step 725 | Step Reward: -0.0
Episode 1 | Step 726 | Step Reward: -0.0
Episode 1 | Step 727 | Step Reward: -0.0
Episode 1 | Step 728 | Step Reward: -0.0
Episode 1 | Step 729 | Step Reward: -0.0
Episode 1 | Step 730 | Step Reward: -0.0
Episode 1 | Step 731 | Step Reward: -0.0
Episode 1 | Step 732 | Step Reward: -0.0
Episode 1 | Step 733 | Step Reward: -0.0
Episode 1 | Step 734 | Step Reward: -0.0
Episode 1 | Step 735 | Step Reward: -0.0
Episode 1 | Step 736 | Step Reward: -0.0
Episode 1 | Step 737 | Step Reward: -0.0
Episode 1 | Step 738 | Step Reward: -0.0
Episode 1 | Step 739 | Step Reward: -0.0
Episode 1 | Step 740 | Step Reward: -0.0
Episode 1 | Step 741 | Step Reward: -0.0
Episode 1 | Step 742 | Step Reward: -0.0
Episode 1 | Step 743 | Step Reward: -0.0
Episode 1 | Step 744 | Step Reward: -0.0
Episode 1 | Step 745 | Step Reward: -0.0
Episode 1 | Step 746 | Step Reward: -0.0
Episode 1 | Step 747 | Step Reward: -0.0
Episode 1 | Step 748 | Step Reward: -0.0
Episode 1 | Step 749 | Step Reward: -0.0
Episode 1 | Step 750 | Step Reward: -0.0
Episode 1 | Step 751 | Step Reward: -0.0
Episode 1 | Step 752 | Step Reward: -0.0
Episode 1 | Step 753 | Step Reward: -0.0
Episode 1 | Step 754 | Step Reward: -0.0
Episode 1 | Step 755 | Step Reward: -0.0
Episode 1 | Step 756 | Step Reward: -0.0
Episode 1 | Step 757 | Step Reward: -0.0
Episode 1 | Step 758 | Step Reward: -0.0
Episode 1 | Step 759 | Step Reward: -0.0
Episode 1 | Step 760 | Step Reward: -0.0
Episode 1 | Step 761 | Step Reward: -0.0
Episode 1 | Step 762 | Step Reward: -0.0
Episode 1 | Step 763 | Step Reward: -0.0
Episode 1 | Step 764 | Step Reward: -0.0
Episode 1 | Step 765 | Step Reward: -0.0
Episode 1 | Step 766 | Step Reward: -0.0
Episode 1 | Step 767 | Step Reward: -0.0
Episode 1 | Step 768 | Step Reward: -0.0
Episode 1 | Step 769 | Step Reward: -0.0
Episode 1 | Step 770 | Step Reward: -0.0
Episode 1 | Step 771 | Step Reward: -0.0
Episode 1 | Step 772 | Step Reward: -0.0
Episode 1 | Step 773 | Step Reward: -0.0
Episode 1 | Step 774 | Step Reward: -0.0
Episode 1 | Step 775 | Step Reward: -0.0
Episode 1 | Step 776 | Step Reward: -0.0
Episode 1 | Step 777 | Step Reward: -0.0
Episode 1 | Step 778 | Step Reward: -0.0
Episode 1 | Step 779 | Step Reward: -0.0
Episode 1 | Step 780 | Step Reward: -0.0
Episode 1 | Step 781 | Step Reward: -0.0
Episode 1 | Step 782 | Step Reward: -0.0
Episode 1 | Step 783 | Step Reward: -0.0
Episode 1 | Step 784 | Step Reward: -0.0
Episode 1 | Step 785 | Step Reward: -0.0
Episode 1 | Step 786 | Step Reward: -0.0
Episode 1 | Step 787 | Step Reward: -0.0
Episode 1 | Step 788 | Step Reward: -0.0
Episode 1 | Step 789 | Step Reward: -0.0
Episode 1 | Step 790 | Step Reward: -0.0
Episode 1 | Step 791 | Step Reward: -0.0
Episode 1 | Step 792 | Step Reward: -0.0
Episode 1 | Step 793 | Step Reward: -0.0
Episode 1 | Step 794 | Step Reward: -0.0
Episode 1 | Step 795 | Step Reward: -0.0
Episode 1 | Step 796 | Step Reward: -0.0
Episode 1 | Step 797 | Step Reward: -0.0
Episode 1 | Step 798 | Step Reward: -0.0
Episode 1 | Step 799 | Step Reward: -0.0
Episode 1 | Step 800 | Step Reward: -0.0
Episode 1 | Step 801 | Step Reward: -0.0
Episode 1 | Step 802 | Step Reward: -0.0
Episode 1 | Step 803 | Step Reward: -0.0
Episode 1 | Step 804 | Step Reward: -0.0
Episode 1 | Step 805 | Step Reward: -0.0
Episode 1 | Step 806 | Step Reward: -0.0
Episode 1 | Step 807 | Step Reward: -0.0
Episode 1 | Step 808 | Step Reward: -0.0
Episode 1 | Step 809 | Step Reward: -0.0
Episode 1 | Step 810 | Step Reward: -0.0
Episode 1 | Step 811 | Step Reward: -0.0
Episode 1 | Step 812 | Step Reward: -0.0
Episode 1 | Step 813 | Step Reward: -0.0
Episode 1 | Step 814 | Step Reward: -0.0
Episode 1 | Step 815 | Step Reward: -0.0
Episode 1 | Step 816 | Step Reward: -0.0
Episode 1 | Step 817 | Step Reward: -0.0
Episode 1 | Step 818 | Step Reward: -0.0
Episode 1 | Step 819 | Step Reward: -0.0
Episode 1 | Step 820 | Step Reward: -0.0
Episode 1 | Step 821 | Step Reward: -0.0
Episode 1 | Step 822 | Step Reward: -0.0
Episode 1 | Step 823 | Step Reward: -0.0
Episode 1 | Step 824 | Step Reward: -0.0
Episode 1 | Step 825 | Step Reward: -0.0
Episode 1 | Step 826 | Step Reward: -0.0
Episode 1 | Step 827 | Step Reward: -0.0
Episode 1 | Step 828 | Step Reward: -0.0
Episode 1 | Step 829 | Step Reward: -0.0
Episode 1 | Step 830 | Step Reward: -0.0
Episode 1 | Step 831 | Step Reward: -0.0
Episode 1 | Step 832 | Step Reward: -0.0
Episode 1 | Step 833 | Step Reward: -0.0
Episode 1 | Step 834 | Step Reward: -0.0
Episode 1 | Step 835 | Step Reward: -0.0
Episode 1 | Step 836 | Step Reward: -0.0
Episode 1 | Step 837 | Step Reward: -0.0
Episode 1 | Step 838 | Step Reward: -0.0
Episode 1 | Step 839 | Step Reward: -0.0
Episode 1 | Step 840 | Step Reward: -0.0
Episode 1 | Step 841 | Step Reward: -0.0
Episode 1 | Step 842 | Step Reward: -0.0
Episode 1 | Step 843 | Step Reward: -0.0
Episode 1 | Step 844 | Step Reward: -0.0
Episode 1 | Step 845 | Step Reward: -0.0
Episode 1 | Step 846 | Step Reward: -0.0
Episode 1 | Step 847 | Step Reward: -0.0
Episode 1 | Step 848 | Step Reward: -0.0
Episode 1 | Step 849 | Step Reward: -0.0
Episode 1 | Step 850 | Step Reward: -0.0
Episode 1 | Step 851 | Step Reward: -0.0
Episode 1 | Step 852 | Step Reward: -0.0
Episode 1 | Step 853 | Step Reward: -0.0
Episode 1 | Step 854 | Step Reward: -0.0
Episode 1 | Step 855 | Step Reward: -0.0
Episode 1 | Step 856 | Step Reward: -0.0
Episode 1 | Step 857 | Step Reward: -0.0
Episode 1 | Step 858 | Step Reward: -0.0
Episode 1 | Step 859 | Step Reward: -0.0
Episode 1 | Step 860 | Step Reward: -0.0
Episode 1 | Step 861 | Step Reward: -0.0
Episode 1 | Step 862 | Step Reward: -0.0
Episode 1 | Step 863 | Step Reward: -0.0
Episode 1 | Step 864 | Step Reward: -0.0
Episode 1 | Step 865 | Step Reward: -0.0
Episode 1 | Step 866 | Step Reward: -0.0
Episode 1 | Step 867 | Step Reward: -0.0
Episode 1 | Step 868 | Step Reward: -0.0
Episode 1 | Step 869 | Step Reward: -0.0
Episode 1 | Step 870 | Step Reward: -0.0
Episode 1 | Step 871 | Step Reward: -0.0
Episode 1 | Step 872 | Step Reward: -0.0
Episode 1 | Step 873 | Step Reward: -0.0
Episode 1 | Step 874 | Step Reward: -0.0
Episode 1 | Step 875 | Step Reward: -0.0
Episode 1 | Step 876 | Step Reward: -0.0
Episode 1 | Step 877 | Step Reward: -0.0
Episode 1 | Step 878 | Step Reward: -0.0
Episode 1 | Step 879 | Step Reward: -0.0
Episode 1 | Step 880 | Step Reward: -0.0
Episode 1 | Step 881 | Step Reward: -0.0
Episode 1 | Step 882 | Step Reward: -0.0
Episode 1 | Step 883 | Step Reward: -0.0
Episode 1 | Step 884 | Step Reward: -0.0
Episode 1 | Step 885 | Step Reward: -0.0
Episode 1 | Step 886 | Step Reward: -0.0
Episode 1 | Step 887 | Step Reward: -0.0
Episode 1 | Step 888 | Step Reward: -0.0
Episode 1 | Step 889 | Step Reward: -0.0
Episode 1 | Step 890 | Step Reward: -0.0
Episode 1 | Step 891 | Step Reward: -0.0
Episode 1 | Step 892 | Step Reward: -0.0
Episode 1 | Step 893 | Step Reward: -0.0
Episode 1 | Step 894 | Step Reward: -0.0
Episode 1 | Step 895 | Step Reward: -0.0
Episode 1 | Step 896 | Step Reward: -0.0
Episode 1 | Step 897 | Step Reward: -0.0
Episode 1 | Step 898 | Step Reward: -0.0
Episode 1 | Step 899 | Step Reward: -0.0
Episode 1 | Step 900 | Step Reward: -0.0
Episode 1 | Step 901 | Step Reward: -0.0
Episode 1 | Step 902 | Step Reward: -0.0
Episode 1 | Step 903 | Step Reward: -0.0
Episode 1 | Step 904 | Step Reward: -0.0
Episode 1 | Step 905 | Step Reward: -0.0
Episode 1 | Step 906 | Step Reward: -0.0
Episode 1 | Step 907 | Step Reward: -0.0
Episode 1 | Step 908 | Step Reward: -0.0
Episode 1 | Step 909 | Step Reward: -0.0
Episode 1 | Step 910 | Step Reward: -0.0
Episode 1 | Step 911 | Step Reward: -0.0
Episode 1 | Step 912 | Step Reward: -0.0
Episode 1 | Step 913 | Step Reward: -0.0
Episode 1 | Step 914 | Step Reward: -0.0
Episode 1 | Step 915 | Step Reward: -0.0
Episode 1 | Step 916 | Step Reward: -0.0
Episode 1 | Step 917 | Step Reward: -0.0
Episode 1 | Step 918 | Step Reward: -0.0
Episode 1 | Step 919 | Step Reward: -0.0
Episode 1 | Step 920 | Step Reward: -0.0
Episode 1 | Step 921 | Step Reward: -0.0
Episode 1 | Step 922 | Step Reward: -0.0
Episode 1 | Step 923 | Step Reward: -0.0
Episode 1 | Step 924 | Step Reward: -0.0
Episode 1 | Step 925 | Step Reward: -0.0
Episode 1 | Step 926 | Step Reward: -0.0
Episode 1 | Step 927 | Step Reward: -0.0
Episode 1 | Step 928 | Step Reward: -0.0
Episode 1 | Step 929 | Step Reward: -0.0
Episode 1 | Step 930 | Step Reward: -0.0
Episode 1 | Step 931 | Step Reward: -0.0
Episode 1 | Step 932 | Step Reward: -0.0
Episode 1 | Step 933 | Step Reward: -0.0
Episode 1 | Step 934 | Step Reward: -0.0
Episode 1 | Step 935 | Step Reward: -0.0
Episode 1 | Step 936 | Step Reward: -0.0
Episode 1 | Step 937 | Step Reward: -0.0
Episode 1 | Step 938 | Step Reward: -0.0
Episode 1 | Step 939 | Step Reward: -0.0
Episode 1 | Step 940 | Step Reward: -0.0
Episode 1 | Step 941 | Step Reward: -0.0
Episode 1 | Step 942 | Step Reward: -0.0
Episode 1 | Step 943 | Step Reward: -0.0
Episode 1 | Step 944 | Step Reward: -0.0
Episode 1 | Step 945 | Step Reward: -0.0
Episode 1 | Step 946 | Step Reward: -0.0
Episode 1 | Step 947 | Step Reward: -0.0
Episode 1 | Step 948 | Step Reward: -0.0
Episode 1 | Step 949 | Step Reward: -0.0
Episode 1 | Step 950 | Step Reward: -0.0
Episode 1 | Step 951 | Step Reward: -0.0
Episode 1 | Step 952 | Step Reward: -0.0
Episode 1 | Step 953 | Step Reward: -0.0
Episode 1 | Step 954 | Step Reward: -0.0
Episode 1 | Step 955 | Step Reward: -0.0
Episode 1 | Step 956 | Step Reward: -0.0
Episode 1 | Step 957 | Step Reward: -0.0
Episode 1 | Step 958 | Step Reward: -0.0
Episode 1 | Step 959 | Step Reward: -0.0
Episode 1 | Step 960 | Step Reward: -0.0
Episode 1 | Step 961 | Step Reward: -0.0
Episode 1 | Step 962 | Step Reward: -0.0
Episode 1 | Step 963 | Step Reward: -0.0
Episode 1 | Step 964 | Step Reward: -0.0
Episode 1 | Step 965 | Step Reward: -0.0
Episode 1 | Step 966 | Step Reward: -0.0
Episode 1 | Step 967 | Step Reward: -0.0
Episode 1 | Step 968 | Step Reward: -0.0
Episode 1 | Step 969 | Step Reward: -0.0
Episode 1 | Step 970 | Step Reward: -0.0
Episode 1 | Step 971 | Step Reward: -0.0
Episode 1 | Step 972 | Step Reward: -0.0
Episode 1 | Step 973 | Step Reward: -0.0
Episode 1 | Step 974 | Step Reward: -0.0
Episode 1 | Step 975 | Step Reward: -0.0
Episode 1 | Step 976 | Step Reward: -0.0
Episode 1 | Step 977 | Step Reward: -0.0
Episode 1 | Step 978 | Step Reward: -0.0
Episode 1 | Step 979 | Step Reward: -0.0
Episode 1 | Step 980 | Step Reward: -0.0
Episode 1 | Step 981 | Step Reward: -0.0
Episode 1 | Step 982 | Step Reward: -0.0
Episode 1 | Step 983 | Step Reward: -0.0
Episode 1 | Step 984 | Step Reward: -0.0
Episode 1 | Step 985 | Step Reward: -0.0
Episode 1 | Step 986 | Step Reward: -0.0
Episode 1 | Step 987 | Step Reward: -0.0
Episode 1 | Step 988 | Step Reward: -0.0
Episode 1 | Step 989 | Step Reward: -0.0
Episode 1 | Step 990 | Step Reward: -0.0
Episode 1 | Step 991 | Step Reward: -0.0
Episode 1 | Step 992 | Step Reward: -0.0
Episode 1 | Step 993 | Step Reward: -0.0
Episode 1 | Step 994 | Step Reward: -0.0
Episode 1 | Step 995 | Step Reward: -0.0
Episode 1 | Step 996 | Step Reward: -0.0
Episode 1 | Step 997 | Step Reward: -0.0
Episode 1 | Step 998 | Step Reward: -0.0
Episode 1 | Step 999 | Step Reward: -0.0
Episode 1 | Step 1000 | Step Reward: -0.0
Episode 1 | Step 1001 | Step Reward: -0.0
Episode 1 | Step 1002 | Step Reward: -0.0
Episode 1 | Step 1003 | Step Reward: -0.0
Episode 1 | Step 1004 | Step Reward: -0.0
Episode 1 | Step 1005 | Step Reward: -0.0
Episode 1 | Step 1006 | Step Reward: -0.0
Episode 1 | Step 1007 | Step Reward: -0.0
Episode 1 | Step 1008 | Step Reward: -0.0
Episode 1 | Step 1009 | Step Reward: -0.0
Episode 1 | Step 1010 | Step Reward: -0.0
Episode 1 | Step 1011 | Step Reward: -0.0
Episode 1 | Step 1012 | Step Reward: -0.0
Episode 1 | Step 1013 | Step Reward: -0.0
Episode 1 | Step 1014 | Step Reward: -0.0
Episode 1 | Step 1015 | Step Reward: -0.0
Episode 1 | Step 1016 | Step Reward: -0.0
Episode 1 | Step 1017 | Step Reward: -0.0
Episode 1 | Step 1018 | Step Reward: -0.0
Episode 1 | Step 1019 | Step Reward: -0.0
Episode 1 | Step 1020 | Step Reward: -0.0
Episode 1 | Step 1021 | Step Reward: -0.0
Episode 1 | Step 1022 | Step Reward: -0.0
Episode 1 | Step 1023 | Step Reward: -0.0
Episode 1 | Step 1024 | Step Reward: -0.0
Episode 1 | Step 1025 | Step Reward: -0.0
Episode 1 | Step 1026 | Step Reward: -0.0
Episode 1 | Step 1027 | Step Reward: -0.0
Episode 1 | Step 1028 | Step Reward: -0.0
Episode 1 | Step 1029 | Step Reward: -0.0
Episode 1 | Step 1030 | Step Reward: -0.0
Episode 1 | Step 1031 | Step Reward: -0.0
Episode 1 | Step 1032 | Step Reward: -0.0
Episode 1 | Step 1033 | Step Reward: -0.0
Episode 1 | Step 1034 | Step Reward: -0.0
Episode 1 | Step 1035 | Step Reward: -0.0
Episode 1 | Step 1036 | Step Reward: -0.0
Episode 1 | Step 1037 | Step Reward: -0.0
Episode 1 | Step 1038 | Step Reward: -0.0
Episode 1 | Step 1039 | Step Reward: -0.0
Episode 1 | Step 1040 | Step Reward: -0.0
Episode 1 | Step 1041 | Step Reward: -0.0
Episode 1 | Step 1042 | Step Reward: -0.0
Episode 1 | Step 1043 | Step Reward: -0.0
Episode 1 | Step 1044 | Step Reward: -0.0
Episode 1 | Step 1045 | Step Reward: -0.0
Episode 1 | Step 1046 | Step Reward: -0.0
Episode 1 | Step 1047 | Step Reward: -0.0
Episode 1 | Step 1048 | Step Reward: -0.0
Episode 1 | Step 1049 | Step Reward: -0.0
Episode 1 | Step 1050 | Step Reward: -0.0
Episode 1 | Step 1051 | Step Reward: -0.0
Episode 1 | Step 1052 | Step Reward: -0.0
Episode 1 | Step 1053 | Step Reward: -0.0
Episode 1 | Step 1054 | Step Reward: -0.0
Episode 1 | Step 1055 | Step Reward: -0.0
Episode 1 | Step 1056 | Step Reward: -0.0
Episode 1 | Step 1057 | Step Reward: -0.0
Episode 1 | Step 1058 | Step Reward: -0.0
Episode 1 | Step 1059 | Step Reward: -0.0
Episode 1 | Step 1060 | Step Reward: -0.0
Episode 1 | Step 1061 | Step Reward: -0.0
Episode 1 | Step 1062 | Step Reward: -0.0
Episode 1 | Step 1063 | Step Reward: -0.0
Episode 1 | Step 1064 | Step Reward: -0.0
Episode 1 | Step 1065 | Step Reward: -0.0
Episode 1 | Step 1066 | Step Reward: -0.0
Episode 1 | Step 1067 | Step Reward: -0.0
Episode 1 | Step 1068 | Step Reward: -0.0
Episode 1 | Step 1069 | Step Reward: -0.0
Episode 1 | Step 1070 | Step Reward: -0.0
Episode 1 | Step 1071 | Step Reward: -0.0
Episode 1 | Step 1072 | Step Reward: -0.0
Episode 1 | Step 1073 | Step Reward: -0.0
Episode 1 | Step 1074 | Step Reward: -0.0
Episode 1 | Step 1075 | Step Reward: -0.0
Episode 1 | Step 1076 | Step Reward: -0.0
Episode 1 | Step 1077 | Step Reward: -0.0
Episode 1 | Step 1078 | Step Reward: -0.0
Episode 1 | Step 1079 | Step Reward: -0.0
Episode 1 | Step 1080 | Step Reward: -0.0
Episode 1 | Step 1081 | Step Reward: -0.0
Episode 1 | Step 1082 | Step Reward: -0.0
Episode 1 | Step 1083 | Step Reward: -0.0
Episode 1 | Step 1084 | Step Reward: -0.0
Episode 1 | Step 1085 | Step Reward: -0.0
Episode 1 | Step 1086 | Step Reward: -0.0
Episode 1 | Step 1087 | Step Reward: -0.0
Episode 1 | Step 1088 | Step Reward: -0.0
Episode 1 | Step 1089 | Step Reward: -0.0
